Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'ICICIBANK.NS')","('High', 'ICICIBANK.NS')","('Low', 'ICICIBANK.NS')","('Open', 'ICICIBANK.NS')","('Volume', 'ICICIBANK.NS')","('Date', '')","('Close', 'ICICIBANK.NS')","('High', 'ICICIBANK.NS')","('Low', 'ICICIBANK.NS')","('Open', 'ICICIBANK.NS')","('Volume', 'ICICIBANK.NS')"
2020-01-01,508.1241455078125,525.6500244140625,547.4000244140625,515.0,539.9000244140625,361507539.0,,,,,,,,,,,,
2020-02-01,480.6710205078125,497.25,550.7000122070312,492.2000122070313,524.0,308682231.0,,,,,,,,,,,,
2020-03-01,312.9557189941406,323.75,520.5499877929688,268.29998779296875,508.25,1021896831.0,,,,,,,,,,,,
2020-04-01,367.4753112792969,380.1499938964844,392.9500122070313,281.5,319.0,876618715.0,,,,,,,,,,,,
2020-05-01,320.88232421875,331.95001220703125,380.1499938964844,285.54998779296875,380.1499938964844,1051248074.0,,,,,,,,,,,,
2020-06-01,339.732177734375,351.45001220703125,380.0,324.1000061035156,339.0,1009599311.0,,,,,,,,,,,,
2020-07-01,335.2372131347656,346.79998779296875,395.6499938964844,340.3999938964844,354.25,1011022868.0,,,,,,,,,,,,
2020-08-01,381.4434814453125,394.6000061035156,422.0,340.5,346.79998779296875,831045880.0,,,,,,,,,,,,
2020-09-01,342.92218017578125,354.75,399.6499938964844,333.75,394.7000122070313,613523589.0,,,,,,,,,,,,
2020-10-01,379.5101623535156,392.6000061035156,428.5,358.25,358.25,589905493.0,,,,,,,,,,,,
2020-11-01,457.56787109375,473.3500061035156,499.0,407.0,417.0,740748991.0,,,,,,,,,,,,
2020-12-01,517.210693359375,535.0499877929688,538.5,472.2000122070313,479.7000122070313,531995383.0,,,,,,,,,,,,
2021-01-01,519.095703125,537.0,561.0,512.0,535.5499877929688,426883599.0,,,,,,,,,,,,
2021-02-01,577.8201904296875,597.75,679.4000244140625,551.0,552.0,595364253.0,,,,,,,,,,,,
2021-03-01,562.6919555664062,582.0999755859375,638.0,557.0999755859375,607.5499877929688,484732989.0,,,,,,,,,,,,
2021-04-01,580.4784545898438,600.5,628.4500122070312,531.1500244140625,587.5499877929688,542322720.0,,,,,,,,,,,,
2021-05-01,640.6529541015625,662.75,665.0,584.7000122070312,592.5499877929688,332116990.0,,,,,,,,,,,,
2021-06-01,609.8649291992188,630.9000244140625,664.9000244140625,616.25,664.5499877929688,271263271.0,,,,,,,,,,,,
2021-07-01,659.7445068359375,682.5,692.5,630.0499877929688,633.9500122070312,261916202.0,,,,,,,,,,,,
2021-08-01,697.111083984375,719.0499877929688,719.9000244140625,673.8499755859375,684.0499877929688,253046942.0,,,,,,,,,,,,
2021-09-01,679.4663696289062,700.8499755859375,735.4000244140625,694.4000244140625,727.5999755859375,206095807.0,,,,,,,,,,,,
2021-10-01,777.5786743164062,802.0499877929688,867.0,687.9000244140625,693.0,327331220.0,,,,,,,,,,,,
2021-11-01,692.554443359375,714.3499755859375,810.0,710.5,807.7000122070312,295114733.0,,,,,,,,,,,,
2021-12-01,717.5673217773438,740.1500244140625,769.7000122070312,698.2000122070312,716.4000244140625,348365793.0,,,,,,,,,,,,
2022-01-01,764.7329711914062,788.7999877929688,836.0,743.0,743.0499877929688,279251169.0,,,,,,,,,,,,
2022-02-01,720.03955078125,742.7000122070312,818.7000122070312,702.2999877929688,802.0499877929688,288255231.0,,,,,,,,,,,,
2022-03-01,708.017822265625,730.2999877929688,742.7000122070312,642.1500244140625,742.7000122070312,423463671.0,,,,,,,,,,,,
2022-04-01,720.6212768554688,743.2999877929688,777.9000244140625,723.0999755859375,725.0,331468931.0,,,,,,,,,,,,
2022-05-01,729.8797607421875,752.8499755859375,756.7000122070312,675.0,732.0,270162892.0,,,,,,,,,,,,
2022-06-01,685.6226806640625,707.2000122070312,757.0,669.9500122070312,748.0,237332561.0,,,,,,,,,,,,
2022-07-01,793.6237182617188,818.5999755859375,823.4000244140625,694.0999755859375,703.4500122070312,216490069.0,,,,,,,,,,,,
2022-08-01,860.2276611328125,887.2999877929688,890.75,808.3499755859375,820.7000122070312,247196969.0,,,,,,,,,,,,
2022-09-01,840.714599609375,862.0,936.6500244140624,837.5,863.0,257557559.0,,,,,,,,,,,,
2022-10-01,886.2614135742188,908.7000122070312,943.25,845.7000122070312,859.7000122070312,194695277.0,,,,,,,,,,,,
2022-11-01,929.3699951171876,952.9000244140624,958.2000122070312,891.25,921.0,244001307.0,,,,,,,,,,,,
2022-12-01,868.8521118164062,890.8499755859375,957.0,875.25,956.0,232247479.0,,,,,,,,,,,,
2023-01-01,811.3578491210938,831.9000244140625,907.9000244140624,796.0,894.0,321387922.0,,,,,,,,,,,,
2023-02-01,833.7410278320312,854.8499755859375,877.7999877929688,823.1500244140625,843.4500122070312,255975001.0,,,,,,,,,,,,
2023-03-01,855.5880126953125,877.25,881.0,810.2999877929688,864.0,353368888.0,,,,,,,,,,,,
2023-04-01,894.9904174804688,917.6500244140624,920.4500122070312,864.4000244140625,880.2000122070312,477530514.0,,,,,,,,,,,,
2023-05-01,925.7125854492188,949.1500244140624,958.8499755859376,911.5499877929688,917.6500244140624,400248418.0,,,,,,,,,,,,
2023-06-01,911.5218505859376,934.5999755859376,954.25,914.7999877929688,954.25,315849697.0,,,,,,,,,,,,
2023-07-01,973.6488647460938,998.2999877929688,1008.7000122070312,936.5,937.0,373788451.0,,,,,,,,,,,,
2023-08-01,935.0755004882812,958.75,1003.7000122070312,946.0,1001.6500244140624,419882175.0,,,,,,,,,,,,
2023-09-01,943.7752685546876,951.9000244140624,997.5,934.4000244140624,956.9000244140624,321389248.0,,,,,,,,,,,,
2023-10-01,907.5371704101562,915.3499755859376,962.0499877929688,899.0,951.9000244140624,210597412.0,,,,,,,,,,,,
2023-11-01,926.9699096679688,934.9500122070312,950.4500122070312,909.2999877929688,913.7999877929688,248661515.0,,,,,,,,,,,,
2023-12-01,988.0936889648438,996.5999755859376,1043.699951171875,933.0,935.9500122070312,337503340.0,,,,,,,,,,,,
2024-01-01,1019.3744506835938,1028.1500244140625,1059.4000244140625,970.1500244140624,991.5499877929688,406073965.0,,,,,,,,,,,,
2024-02-01,1043.2191162109375,1052.199951171875,1070.0,985.25,1033.949951171875,275645002.0,,,,,,,,,,,,
2024-03-01,1083.9683837890625,1093.300048828125,1113.550048828125,1054.0,1055.0,351448793.0,,,,,,,,,,,,
2024-04-01,1140.5809326171875,1150.4000244140625,1169.550048828125,1048.0999755859375,1096.050048828125,288154205.0,,,,,,,,,,,,
2024-05-01,1111.4815673828125,1121.050048828125,1158.449951171875,1096.9000244140625,1150.4000244140625,298166451.0,,,,,,,,,,,,
2024-06-01,1189.3609619140625,1199.5999755859375,1235.0,1051.050048828125,1170.0,445489292.0,,,,,,,,,,,,
2024-07-01,1204.530517578125,1214.9000244140625,1257.800048828125,1179.449951171875,1199.5999755859375,338193991.0,,,,,,,,,,,,
2024-08-01,1218.7083740234375,1229.199951171875,1235.550048828125,1153.0,1212.5,252916573.0,,,,,,,,,,,,
2024-09-01,1273.0,1273.0,1362.3499755859375,1200.449951171875,1239.0,325324164.0,,,,,,,,,,,,
2024-10-01,1292.25,1292.25,1335.3499755859375,1217.4000244140625,1269.800048828125,309154661.0,,,,,,,,,,,,
2024-11-01,1300.0999755859375,1300.0999755859375,1315.0,1232.550048828125,1289.949951171875,233966225.0,,,,,,,,,,,,
2024-12-01,1281.6500244140625,1281.6500244140625,1350.449951171875,1272.4000244140625,1299.9000244140625,254016863.0,,,,,,,,,,,,
2025-01-01,1200.449951171875,1200.449951171875,1293.4000244140625,1191.800048828125,1281.6500244140625,148111488.0,,,,,,,,,,,,
